Activity Date,Process Date,Settle Date,Instrument,Description,Trans Code,Quantity,Price,Amount
08/24/2024,08/24/2024,08/24/2024,MSFT,Microsoft Corporation CUSIP: 594918104 Cash Div: R/D 08/21/2024 P/D 08/24/2024 - 0.383383 shares at 0.7341,CDIV,,,$0.28
05/23/2025,05/23/2025,05/23/2025,MSFT,Microsoft Corporation CUSIP: 594918104 Cash Div: R/D 05/16/2025 P/D 05/23/2025 - 0.160063 shares at 1.1132,CDIV,,,$0.18
09/12/2024,09/12/2024,09/14/2024,TSLA,Tesla Inc CUSIP: 88160R101 Dividend Reinvestment,Buy,0.000232,$338.96,($0.08)
11/25/2024,11/25/2024,11/27/2024,TSLA,Tesla Inc CUSIP: 88160R101 Dividend Reinvestment,Buy,0.000311,$363.11,($0.11)
04/25/2025,04/25/2025,04/25/2025,MSFT,Microsoft Corporation CUSIP: 594918104 Cash Div: R/D 04/21/2025 P/D 04/25/2025 - 0.210923 shares at 1.0131,CDIV,,,$0.21
11/05/2024,11/05/2024,11/05/2024,MSFT,Microsoft Corporation CUSIP: 594918104 Cash Div: R/D 11/02/2024 P/D 11/05/2024 - 0.199116 shares at 0.7247,CDIV,,,$0.14
12/01/2024,12/01/2024,12/01/2024,QCOM,Qualcomm CUSIP: 747525103 Cash Div: R/D 11/26/2024 P/D 12/01/2024 - 0.277693 shares at 0.9099,CDIV,,,$0.25
07/25/2024,07/25/2024,07/26/2024,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Dividend Reinvestment,Buy,0.000501,$111.92,($0.06)
11/18/2024,11/18/2024,11/18/2024,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Cash Div: R/D 11/13/2024 P/D 11/18/2024 - 0.474381 shares at 0.5632,CDIV,,,$0.27
03/10/2025,03/10/2025,03/10/2025,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Cash Div: R/D 03/05/2025 P/D 03/10/2025 - 0.406522 shares at 0.8959,CDIV,,,$0.36
06/14/2025,06/14/2025,06/14/2025,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Cash Div: R/D 06/10/2025 P/D 06/14/2025 - 0.490045 shares at 0.6692,CDIV,,,$0.33
04/13/2025,04/13/2025,04/13/2025,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Cash Div: R/D 04/07/2025 P/D 04/13/2025 - 0.448773 shares at 1.0561,CDIV,,,$0.47
07/10/2024,07/10/2024,07/12/2024,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Dividend Reinvestment,Buy,0.001410,$558.21,($0.79)
08/31/2024,08/31/2024,09/02/2024,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Dividend Reinvestment,Buy,0.000733,$221.81,($0.16)
10/02/2024,10/02/2024,10/04/2024,AAPL,Apple Inc CUSIP: 037833100 Dividend Reinvestment,Buy,0.001383,$230.34,($0.32)
12/25/2024,12/25/2024,12/25/2024,MSFT,Microsoft Corporation CUSIP: 594918104 Cash Div: R/D 12/21/2024 P/D 12/25/2024 - 0.266221 shares at 0.618,CDIV,,,$0.16
06/24/2025,06/24/2025,06/24/2025,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Cash Div: R/D 06/20/2025 P/D 06/24/2025 - 0.310217 shares at 0.6086,CDIV,,,$0.19
01/30/2025,01/30/2025,01/31/2025,JNJ,Johnson & Johnson CUSIP: 478160104 Dividend Reinvestment,Buy,0.001373,$157.73,($0.22)
07/01/2025,07/01/2025,07/03/2025,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Dividend Reinvestment,Buy,0.000984,$80.18,($0.08)
11/09/2024,11/09/2024,11/09/2024,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Cash Div: R/D 11/05/2024 P/D 11/09/2024 - 0.424457 shares at 1.1492,CDIV,,,$0.49
05/10/2025,05/10/2025,05/12/2025,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Dividend Reinvestment,Buy,0.001227,$87.21,($0.11)
05/24/2025,05/24/2025,05/25/2025,AAPL,Apple Inc CUSIP: 037833100 Dividend Reinvestment,Buy,0.000695,$218.23,($0.15)
09/30/2024,09/30/2024,09/30/2024,AAPL,Apple Inc CUSIP: 037833100 Cash Div: R/D 09/26/2024 P/D 09/30/2024 - 0.241608 shares at 0.6345,CDIV,,,$0.15
01/10/2025,01/10/2025,01/12/2025,QCOM,Qualcomm CUSIP: 747525103 Dividend Reinvestment,Buy,0.000861,$178.74,($0.15)
05/11/2025,05/11/2025,05/12/2025,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Dividend Reinvestment,Buy,0.000384,$130.61,($0.05)
09/30/2024,09/30/2024,10/01/2024,JNJ,Johnson & Johnson CUSIP: 478160104 Dividend Reinvestment,Buy,0.000107,$168.81,($0.02)
02/10/2025,02/10/2025,02/10/2025,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Cash Div: R/D 02/05/2025 P/D 02/10/2025 - 0.308659 shares at 0.6672,CDIV,,,$0.21
04/02/2025,04/02/2025,04/02/2025,AAPL,Apple Inc CUSIP: 037833100 Cash Div: R/D 03/29/2025 P/D 04/02/2025 - 0.477242 shares at 0.4095,CDIV,,,$0.20
06/09/2025,06/09/2025,06/10/2025,QCOM,Qualcomm CUSIP: 747525103 Dividend Reinvestment,Buy,0.001360,$152.49,($0.21)
07/02/2025,07/02/2025,07/03/2025,AAPL,Apple Inc CUSIP: 037833100 Dividend Reinvestment,Buy,0.000577,$215.98,($0.12)
02/04/2025,02/04/2025,02/06/2025,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Dividend Reinvestment,Buy,0.001018,$128.44,($0.13)
01/23/2025,01/23/2025,01/25/2025,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Dividend Reinvestment,Buy,0.000984,$247.57,($0.24)
11/28/2024,11/28/2024,11/30/2024,TSLA,Tesla Inc CUSIP: 88160R101 Dividend Reinvestment,Buy,0.000287,$377.75,($0.11)
06/09/2025,06/09/2025,06/09/2025,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Cash Div: R/D 06/06/2025 P/D 06/09/2025 - 0.272842 shares at 1.0737,CDIV,,,$0.29
02/17/2025,02/17/2025,02/17/2025,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Cash Div: R/D 02/14/2025 P/D 02/17/2025 - 0.200766 shares at 1.0956,CDIV,,,$0.22
10/14/2024,10/14/2024,10/14/2024,JNJ,Johnson & Johnson CUSIP: 478160104 Cash Div: R/D 10/08/2024 P/D 10/14/2024 - 0.24759 shares at 0.5529,CDIV,,,$0.14
10/24/2024,10/24/2024,10/25/2024,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Dividend Reinvestment,Buy,0.000814,$537.04,($0.44)
07/05/2024,07/05/2024,07/05/2024,AAPL,Apple Inc CUSIP: 037833100 Cash Div: R/D 07/02/2024 P/D 07/05/2024 - 0.456434 shares at 0.5105,CDIV,,,$0.23
08/26/2024,08/26/2024,08/26/2024,AAPL,Apple Inc CUSIP: 037833100 Cash Div: R/D 08/19/2024 P/D 08/26/2024 - 0.154066 shares at 0.8794,CDIV,,,$0.14
09/17/2024,09/17/2024,09/17/2024,AAPL,Apple Inc CUSIP: 037833100 Cash Div: R/D 09/10/2024 P/D 09/17/2024 - 0.448091 shares at 0.8608,CDIV,,,$0.39
05/21/2025,05/21/2025,05/22/2025,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Dividend Reinvestment,Buy,0.001047,$560.65,($0.59)
05/19/2025,05/19/2025,05/19/2025,AAPL,Apple Inc CUSIP: 037833100 Cash Div: R/D 05/12/2025 P/D 05/19/2025 - 0.34355 shares at 0.4778,CDIV,,,$0.16
05/17/2025,05/17/2025,05/17/2025,JNJ,Johnson & Johnson CUSIP: 478160104 Cash Div: R/D 05/12/2025 P/D 05/17/2025 - 0.123986 shares at 0.422,CDIV,,,$0.05
02/11/2025,02/11/2025,02/11/2025,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Cash Div: R/D 02/05/2025 P/D 02/11/2025 - 0.236412 shares at 0.8214,CDIV,,,$0.19
12/20/2024,12/20/2024,12/20/2024,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Cash Div: R/D 12/15/2024 P/D 12/20/2024 - 0.45803 shares at 1.1498,CDIV,,,$0.53
08/07/2024,08/07/2024,08/07/2024,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Cash Div: R/D 08/03/2024 P/D 08/07/2024 - 0.178951 shares at 0.8687,CDIV,,,$0.16
01/10/2025,01/10/2025,01/11/2025,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Dividend Reinvestment,Buy,0.000624,$210.96,($0.13)
08/12/2024,08/12/2024,08/12/2024,JNJ,Johnson & Johnson CUSIP: 478160104 Cash Div: R/D 08/05/2024 P/D 08/12/2024 - 0.176365 shares at 1.1737,CDIV,,,$0.21
02/18/2025,02/18/2025,02/20/2025,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Dividend Reinvestment,Buy,0.000770,$80.27,($0.06)
01/02/2025,01/02/2025,01/02/2025,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Cash Div: R/D 12/27/2024 P/D 01/02/2025 - 0.328488 shares at 0.6601,CDIV,,,$0.22
08/06/2024,08/06/2024,08/08/2024,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Dividend Reinvestment,Buy,0.000721,$512.53,($0.37)
05/21/2025,05/21/2025,05/21/2025,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Cash Div: R/D 05/18/2025 P/D 05/21/2025 - 0.201043 shares at 0.5477,CDIV,,,$0.11
01/16/2025,01/16/2025,01/16/2025,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Cash Div: R/D 01/11/2025 P/D 01/16/2025 - 0.22223 shares at 0.5578,CDIV,,,$0.12
08/22/2024,08/22/2024,08/22/2024,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Cash Div: R/D 08/19/2024 P/D 08/22/2024 - 0.340138 shares at 0.8268,CDIV,,,$0.28
12/03/2024,12/03/2024,12/04/2024,AAPL,Apple Inc CUSIP: 037833100 Dividend Reinvestment,Buy,0.000561,$273.74,($0.15)
07/09/2024,07/09/2024,07/10/2024,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Dividend Reinvestment,Buy,0.000284,$229.59,($0.07)
03/10/2025,03/10/2025,03/11/2025,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Dividend Reinvestment,Buy,0.001467,$78.32,($0.11)
02/12/2025,02/12/2025,02/12/2025,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Cash Div: R/D 02/07/2025 P/D 02/12/2025 - 0.223332 shares at 0.577,CDIV,,,$0.13
09/08/2024,09/08/2024,09/09/2024,TSLA,Tesla Inc CUSIP: 88160R101 Dividend Reinvestment,Buy,0.001338,$449.99,($0.60)
09/23/2024,09/23/2024,09/24/2024,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Dividend Reinvestment,Buy,0.001400,$193.21,($0.27)
02/01/2025,02/01/2025,02/01/2025,TSLA,Tesla Inc CUSIP: 88160R101 Cash Div: R/D 01/29/2025 P/D 02/01/2025 - 0.151648 shares at 1.0673,CDIV,,,$0.16
04/16/2025,04/16/2025,04/16/2025,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Cash Div: R/D 04/12/2025 P/D 04/16/2025 - 0.30144 shares at 0.8146,CDIV,,,$0.25
07/02/2024,07/02/2024,07/02/2024,TSLA,Tesla Inc CUSIP: 88160R101 Cash Div: R/D 06/27/2024 P/D 07/02/2024 - 0.104652 shares at 1.1416,CDIV,,,$0.12
06/06/2025,06/06/2025,06/07/2025,QCOM,Qualcomm CUSIP: 747525103 Dividend Reinvestment,Buy,0.000509,$175.46,($0.09)
09/09/2024,09/09/2024,09/09/2024,MSFT,Microsoft Corporation CUSIP: 594918104 Cash Div: R/D 09/02/2024 P/D 09/09/2024 - 0.215611 shares at 1.0268,CDIV,,,$0.22
03/11/2025,03/11/2025,03/11/2025,TSLA,Tesla Inc CUSIP: 88160R101 Cash Div: R/D 03/07/2025 P/D 03/11/2025 - 0.309433 shares at 0.6606,CDIV,,,$0.20
09/17/2024,09/17/2024,09/18/2024,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Dividend Reinvestment,Buy,0.000626,$472.85,($0.30)
10/13/2024,10/13/2024,10/13/2024,JNJ,Johnson & Johnson CUSIP: 478160104 Cash Div: R/D 10/10/2024 P/D 10/13/2024 - 0.294867 shares at 0.6069,CDIV,,,$0.18
03/19/2025,03/19/2025,03/19/2025,TSLA,Tesla Inc CUSIP: 88160R101 Cash Div: R/D 03/13/2025 P/D 03/19/2025 - 0.192987 shares at 0.5737,CDIV,,,$0.11
02/24/2025,02/24/2025,02/24/2025,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Cash Div: R/D 02/21/2025 P/D 02/24/2025 - 0.403007 shares at 1.1821,CDIV,,,$0.48
08/09/2024,08/09/2024,08/10/2024,QCOM,Qualcomm CUSIP: 747525103 Dividend Reinvestment,Buy,0.001096,$146.31,($0.16)
04/13/2025,04/13/2025,04/14/2025,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Dividend Reinvestment,Buy,0.000511,$119.72,($0.06)
08/23/2024,08/23/2024,08/24/2024,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Dividend Reinvestment,Buy,0.000609,$84.90,($0.05)
07/29/2024,07/29/2024,07/31/2024,QCOM,Qualcomm CUSIP: 747525103 Dividend Reinvestment,Buy,0.001233,$172.28,($0.21)
04/25/2025,04/25/2025,04/25/2025,AAPL,Apple Inc CUSIP: 037833100 Cash Div: R/D 04/22/2025 P/D 04/25/2025 - 0.263659 shares at 0.6359,CDIV,,,$0.17
02/01/2025,02/01/2025,02/01/2025,JNJ,Johnson & Johnson CUSIP: 478160104 Cash Div: R/D 01/27/2025 P/D 02/01/2025 - 0.352161 shares at 0.69,CDIV,,,$0.24
09/05/2024,09/05/2024,09/05/2024,TSLA,Tesla Inc CUSIP: 88160R101 Cash Div: R/D 08/31/2024 P/D 09/05/2024 - 0.116551 shares at 0.6824,CDIV,,,$0.08
01/17/2025,01/17/2025,01/19/2025,QCOM,Qualcomm CUSIP: 747525103 Dividend Reinvestment,Buy,0.001327,$149.16,($0.20)
11/24/2024,11/24/2024,11/25/2024,JNJ,Johnson & Johnson CUSIP: 478160104 Dividend Reinvestment,Buy,0.000104,$165.77,($0.02)
06/06/2025,06/06/2025,06/08/2025,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Dividend Reinvestment,Buy,0.000333,$120.40,($0.04)
10/09/2024,10/09/2024,10/10/2024,AAPL,Apple Inc CUSIP: 037833100 Dividend Reinvestment,Buy,0.001054,$247.28,($0.26)
08/22/2024,08/22/2024,08/23/2024,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Dividend Reinvestment,Buy,0.000537,$500.62,($0.27)
06/19/2025,06/19/2025,06/21/2025,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Dividend Reinvestment,Buy,0.000530,$536.46,($0.28)
09/10/2024,09/10/2024,09/11/2024,QCOM,Qualcomm CUSIP: 747525103 Dividend Reinvestment,Buy,0.000776,$173.65,($0.13)
09/30/2024,09/30/2024,09/30/2024,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Cash Div: R/D 09/25/2024 P/D 09/30/2024 - 0.390445 shares at 0.8353,CDIV,,,$0.33
06/21/2025,06/21/2025,06/21/2025,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Cash Div: R/D 06/15/2025 P/D 06/21/2025 - 0.174873 shares at 0.983,CDIV,,,$0.17
04/03/2025,04/03/2025,04/03/2025,JNJ,Johnson & Johnson CUSIP: 478160104 Cash Div: R/D 03/27/2025 P/D 04/03/2025 - 0.150642 shares at 0.5594,CDIV,,,$0.08
07/26/2024,07/26/2024,07/27/2024,JNJ,Johnson & Johnson CUSIP: 478160104 Dividend Reinvestment,Buy,0.001003,$159.91,($0.16)
03/28/2025,03/28/2025,03/30/2025,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Dividend Reinvestment,Buy,0.000117,$143.16,($0.02)
01/26/2025,01/26/2025,01/26/2025,JNJ,Johnson & Johnson CUSIP: 478160104 Cash Div: R/D 01/20/2025 P/D 01/26/2025 - 0.470998 shares at 1.0304,CDIV,,,$0.49
11/12/2024,11/12/2024,11/14/2024,AAPL,Apple Inc CUSIP: 037833100 Dividend Reinvestment,Buy,0.000920,$237.33,($0.22)
08/15/2024,08/15/2024,08/16/2024,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Dividend Reinvestment,Buy,0.001166,$248.47,($0.29)
04/08/2025,04/08/2025,04/08/2025,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Cash Div: R/D 04/02/2025 P/D 04/08/2025 - 0.183879 shares at 0.4881,CDIV,,,$0.09
04/17/2025,04/17/2025,04/19/2025,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Dividend Reinvestment,Buy,0.000295,$79.08,($0.02)
08/19/2024,08/19/2024,08/21/2024,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Dividend Reinvestment,Buy,0.000638,$75.89,($0.05)
04/24/2025,04/24/2025,04/26/2025,JNJ,Johnson & Johnson CUSIP: 478160104 Dividend Reinvestment,Buy,0.000599,$150.55,($0.09)
08/27/2024,08/27/2024,08/29/2024,MSFT,Microsoft Corporation CUSIP: 594918104 Dividend Reinvestment,Buy,0.001422,$436.70,($0.62)
02/15/2025,02/15/2025,02/15/2025,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Cash Div: R/D 02/09/2025 P/D 02/15/2025 - 0.426077 shares at 1.0321,CDIV,,,$0.44
02/15/2025,02/15/2025,02/15/2025,AAPL,Apple Inc CUSIP: 037833100 Cash Div: R/D 02/12/2025 P/D 02/15/2025 - 0.246623 shares at 0.9466,CDIV,,,$0.23
05/15/2025,05/15/2025,05/16/2025,QCOM,Qualcomm CUSIP: 747525103 Dividend Reinvestment,Buy,0.000221,$157.25,($0.03)
03/16/2025,03/16/2025,03/18/2025,QCOM,Qualcomm CUSIP: 747525103 Dividend Reinvestment,Buy,0.000134,$143.59,($0.02)
07/22/2024,07/22/2024,07/22/2024,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Cash Div: R/D 07/18/2024 P/D 07/22/2024 - 0.410051 shares at 0.5483,CDIV,,,$0.22
12/25/2024,12/25/2024,12/25/2024,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Cash Div: R/D 12/21/2024 P/D 12/25/2024 - 0.372699 shares at 1.0171,CDIV,,,$0.38
08/04/2024,08/04/2024,08/04/2024,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Cash Div: R/D 07/30/2024 P/D 08/04/2024 - 0.306664 shares at 0.6948,CDIV,,,$0.21
10/12/2024,10/12/2024,10/12/2024,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Cash Div: R/D 10/05/2024 P/D 10/12/2024 - 0.111832 shares at 0.4798,CDIV,,,$0.05
08/07/2024,08/07/2024,08/09/2024,AAPL,Apple Inc CUSIP: 037833100 Dividend Reinvestment,Buy,0.001408,$262.49,($0.37)
01/05/2025,01/05/2025,01/05/2025,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Cash Div: R/D 12/29/2024 P/D 01/05/2025 - 0.341164 shares at 1.0998,CDIV,,,$0.38
